project_code,guid,label_ifc_entity__true,label_ifc_entity__rf_pred,label_ifc_entity__xgboost_pred,label_ifc_entity__nn_pred,label_ifc_entity__ensemble_pred,label_predefined_type__true,label_predefined_type__rf_pred,label_predefined_type__xgboost_pred,label_predefined_type__nn_pred,label_predefined_type__ensemble_pred,label_is_external__true,label_is_external__rf_pred,label_is_external__xgboost_pred,label_is_external__nn_pred,label_is_external__ensemble_pred,label_load_bearing__true,label_load_bearing__rf_pred,label_load_bearing__xgboost_pred,label_load_bearing__nn_pred,label_load_bearing__ensemble_pred,label_ifc_entity__ensemble_voted_by,label_predefined_type__ensemble_voted_by,label_is_external__ensemble_voted_by,label_load_bearing__ensemble_voted_by,aabb_min_x,aabb_min_y,aabb_min_z,aabb_max_x,aabb_max_y,aabb_max_z,aabb_len_x,aabb_len_y,aabb_len_z,aabb_ratio_z_x,aabb_ratio_z_y,aabb_ratio_x_y,aabb_diagonal,aabb_volume,geom_volume,geom_surface_area,geom_projected_area,geom_centroid_x,geom_centroid_y,geom_centroid_z,geom_z_min,geom_z_max,geom_z_range,geom_ratio_area_vol,geom_compactness,geom_layer_count,tfbb_extent_0,tfbb_extent_1,tfbb_extent_2,tfbb_volume,tfbb_ratio_01,tfbb_ratio_02,tfbb_ratio_12,tfbb_linearity,tfbb_planarity,tfbb_sphericity,tfbb_primary_ax_x,tfbb_primary_ax_y,tfbb_primary_ax_z,topo_vertex_count,topo_face_count,topo_unique_edge_count,topo_euler_characteristic,topo_genus,topo_max_face_area,topo_avg_face_area,topo_vertex_edge_ratio,topo_connected_components,mat_allgemein,mat_aluminium,mat_backstein,mat_bekleidung,mat_belag,mat_beton,mat_dämm,mat_foamglas,mat_gips,mat_glas,mat_holz,mat_werkstoff,mat_kalksandstein,mat_keramik,mat_kies,mat_kunststein,mat_kunststoff,mat_metall,mat_mörtel,mat_naturstein,mat_putz,mat_stahl,mat_zement,horizontal_elements_above,horizontal_elements_below
ADEM,1XeUUnGW1A591wHmPdrH90,IfcColumn,IfcWall,IfcWall,IfcWall,IfcWall,COLUMN,NOTDEFINED,SOLIDWALL,NOTDEFINED,NOTDEFINED,false,false,false,false,false,true,true,true,true,true,rf|xgboost|nn,rf|nn,rf|xgboost|nn,rf|xgboost|nn,0.0,0.0,0.06000000000000005,0.4500000000000002,0.25,2.5,0.4500000000000002,0.25,2.44,5.42222222222222,9.76,1.8000000000000007,2.4937120924437126,0.2745000000000001,0.2745000000000001,3.641000000000001,0.11250000000000004,0.225,0.125,1.28,0.06000000000000005,2.5,2.44,13.264116575591984,0.5609941658245998,1.0,2.44,0.4500000000000002,0.25,0.2745000000000001,5.42222222222222,9.76,1.8000000000000007,0.9659869658693899,0.023515184090298333,0.010497850040311745,0.0,0.0,1.0,8.0,12.0,18.0,2.0,0.0,0.5490000000000002,0.3034166666666667,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0
ADEM,2xVIknWIj6Nepc1hRyicEE,IfcColumn,IfcWall,IfcWall,IfcWall,IfcWall,COLUMN,NOTDEFINED,SOLIDWALL,NOTDEFINED,NOTDEFINED,false,false,false,false,false,true,true,true,true,true,rf|xgboost|nn,rf|nn,rf|xgboost|nn,rf|xgboost|nn,0.0,0.0,0.009999999999999953,0.4500000000000002,0.25,2.46,0.4500000000000002,0.25,2.45,5.444444444444443,9.8,1.8000000000000007,2.5034975534240096,0.2756250000000001,0.2756250000000001,3.655000000000001,0.11250000000000004,0.22500000000000003,0.125,1.2349999999999999,0.009999999999999953,2.46,2.45,13.260770975056687,0.5603712097591957,1.0,2.45,0.4500000000000002,0.25,0.2756250000000001,5.444444444444443,9.8,1.8000000000000007,0.9662640566430654,0.023323615160349878,0.010412328196584756,0.0,0.0,1.0,8.0,12.0,18.0,2.0,0.0,0.5512500000000002,0.30458333333333343,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0
ADEM,1G1Ix$IJDFkvXu5g5E0lUY,IfcColumn,IfcWall,IfcWall,IfcWall,IfcWall,COLUMN,SOLIDWALL,SOLIDWALL,NOTDEFINED,SOLIDWALL,true,false,false,false,false,true,true,true,true,true,rf|xgboost|nn,rf|xgboost,rf|xgboost|nn,rf|xgboost|nn,0.0,-0.2000000000000002,0.0,0.7000000000000002,0.0,2.54,0.7000000000000002,0.2000000000000002,2.54,3.6285714285714277,12.699999999999987,3.4999999999999973,2.6422717498395203,0.35560000000000047,0.35560000000000047,4.852000000000003,0.14000000000000018,0.35,-0.10000000000000009,1.2699999999999998,0.0,2.54,2.54,13.644544431945997,0.5002700465747657,1.0,2.54,0.7000000000000002,0.2000000000000002,0.35560000000000047,3.6285714285714277,12.699999999999987,3.4999999999999973,0.9240498480996961,0.06975013950027903,0.006200012400024812,0.0,0.0,1.0,8.0,12.0,18.0,2.0,0.0,0.8890000000000002,0.4043333333333336,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0
ADEM,3uUfBaYKr0Axv4gIKVul$t,IfcColumn,IfcWall,IfcWall,IfcWall,IfcWall,COLUMN,NOTDEFINED,SOLIDWALL,NOTDEFINED,NOTDEFINED,false,false,false,false,false,true,true,true,true,true,rf|xgboost|nn,rf|nn,rf|xgboost|nn,rf|xgboost|nn,0.0,-0.25,0.009999999999999953,0.4500000000000002,0.0,2.46,0.4500000000000002,0.25,2.45,5.444444444444443,9.8,1.8000000000000007,2.5034975534240096,0.2756250000000001,0.2756250000000001,3.655000000000001,0.11250000000000006,0.22500000000000003,-0.12499999999999999,1.2349999999999999,0.009999999999999953,2.46,2.45,13.260770975056687,0.5603712097591957,1.0,2.45,0.4500000000000002,0.25,0.2756250000000001,5.444444444444443,9.8,1.8000000000000007,0.9662640566430654,0.023323615160349878,0.010412328196584756,0.0,0.0,1.0,8.0,12.0,18.0,2.0,0.0,0.5512500000000002,0.30458333333333343,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0
ADEM,2y8H0Eo6L9gPJ8941FKMwK,IfcColumn,IfcWall,IfcWall,IfcWall,IfcWall,COLUMN,NOTDEFINED,SOLIDWALL,NOTDEFINED,SOLIDWALL,true,false,false,false,false,true,true,true,true,true,rf|xgboost|nn,xgboost,rf|xgboost|nn,rf|xgboost|nn,0.0,0.0,0.0,0.7000000000000011,0.2000000000000028,2.54,0.7000000000000011,0.2000000000000028,2.54,3.6285714285714232,12.699999999999823,3.4999999999999565,2.6422717498395207,0.35560000000000547,0.35560000000000547,4.852000000000023,0.14000000000000215,0.35000000000000053,0.1000000000000014,1.2700000000000002,0.0,2.54,2.54,13.644544431945862,0.5002700465747684,1.0,2.54,0.7000000000000011,0.2000000000000028,0.35560000000000547,3.6285714285714232,12.699999999999823,3.4999999999999565,0.924049848099696,0.06975013950027906,0.006200012400024973,0.0,0.0,1.0,8.0,12.0,18.0,2.0,0.0,0.8890000000000013,0.40433333333333527,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0
ADEM,3bVq24CkH18OH96PjhhYKP,IfcCovering,IfcSlab,IfcSlab,IfcSlab,IfcSlab,FLOORING,FLOOR,FLOOR,FLOOR,FLOOR,false,true,true,false,false,unknown,true,false,false,false,rf|xgboost|nn,rf|xgboost|nn,nn,xgboost|nn,0.0,-3.199995820044544,-0.06999999999999984,0.3300000424492957,0.0,0.0,0.3300000424492957,3.199995820044544,0.06999999999999984,0.21212118483516648,0.021875028573951523,0.10312514797119393,3.2177279680419058,0.07391991295165862,0.07391991295165862,2.606196933653673,1.0559987564522686,0.16500002122464782,-1.599997910022272,-0.03499999999999992,-0.06999999999999984,0.0,0.06999999999999984,35.25703466883203,0.3268269488519963,1.0,3.199995820044544,0.3300000424492957,0.06999999999999984,0.07391991295165862,9.696955783077579,45.71422600063645,4.714286320704235,0.9893652038559194,0.010156279268969446,0.0004785168751111956,0.0,1.0,0.0,8.0,12.0,18.0,2.0,0.0,0.5279993782261342,0.21718307780447277,0.4444444444444444,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0
ADEM,2RnkXb_6DFDQuM6wbvrrWO,IfcCovering,IfcSlab,IfcSlab,IfcSlab,IfcSlab,FLOORING,FLOOR,FLOOR,FLOOR,FLOOR,false,false,false,false,false,unknown,false,false,false,false,rf|xgboost|nn,rf|xgboost|nn,rf|xgboost|nn,rf|xgboost|nn,0.0,0.0,-0.04999999999999982,6.909999999999997,5.969982870502823,0.0,6.909999999999997,5.969982870502823,0.04999999999999982,0.007235890014471758,0.008375233410977704,1.1574572573971222,9.131883457102212,2.062629081758717,1.7617590825422593,72.35336158830131,38.72808163714144,3.308934637429353,3.330735712579561,-0.024999999999999918,-0.04999999999999982,0.0,0.04999999999999982,41.068817130145696,0.09749666425356338,1.0,8.419335283016352,9.02348841686388,0.0512279475177639,3.8918780719990718,0.9330466105859421,164.35043157051817,176.14386002357168,0.250038063095875,0.7498277879373253,0.0001341489667996652,-0.7621859936480269,0.6473580847327813,-0.0001456635665519012,35.0,62.0,93.0,4.0,0.0,8.434582383456414,1.166989703037118,0.3763440860215054,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0
ADEM,1OLGZqeLTAIP3wJbPMX_yU,IfcCovering,IfcSlab,IfcSlab,IfcSlab,IfcSlab,FLOORING,FLOOR,FLOOR,BASESLAB,FLOOR,false,false,true,true,true,unknown,false,false,false,false,rf|xgboost|nn,rf|xgboost,xgboost|nn,rf|xgboost|nn,0.0,-3.354999991867625,-0.04999999999999982,4.359999992732693,1.514982926158997,0.0,4.359999992732693,4.869982918026622,0.04999999999999982,0.011467889927371674,0.010266976464110565,0.895280346178179,6.536729576669067,1.0616562743602167,1.0522962757867034,43.01484932254422,21.139525501469276,2.1698598717074087,-0.8989885204360166,-0.024999999999999908,-0.04999999999999982,0.0,0.04999999999999982,40.877127775051804,0.11631196891211923,1.0,4.8935014261725405,4.410563261866079,0.04999999999999982,1.0791548806082896,1.1094958026068837,97.87002852345115,88.2112652373219,0.38738774050378255,0.6124914866367759,0.00012077285944162235,0.010431348290245926,-0.9999455920063088,1.2876614257986734e-19,12.0,20.0,30.0,2.0,0.0,10.420362772746872,2.150742466127211,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0
ADEM,24E3Pvzd59melEzjUa$pHs,IfcCovering,IfcSlab,IfcRoof,IfcSlab,IfcSlab,FLOORING,FLOOR,FLOOR,FLOOR,FLOOR,false,false,false,false,false,unknown,false,false,false,false,rf|nn,rf|xgboost|nn,rf|xgboost|nn,rf|xgboost|nn,0.0,0.0,-0.02000000000000002,6.810000000000004,13.74,0.0,6.810000000000004,13.74,0.02000000000000002,0.0029368575624082248,0.0014556040756914135,0.49563318777292603,15.335061134537419,1.8713880000000032,1.656647238540896,166.7511238540894,93.56940000000006,3.1615610835405534,7.059154243882689,-0.01000000000000001,-0.02000000000000002,0.0,0.02000000000000002,100.65578233840336,0.04060399031145178,1.0,14.44640323603008,8.380787253815736,0.020000000000000025,2.421444642080069,1.7237525304621824,722.3201618015031,419.0393626907863,0.5654190444462853,0.4345758077806452,5.1477730694875646e-06,0.11777146389205462,-0.9930407253948462,-2.1334600123634698e-19,22.0,36.0,54.0,4.0,0.0,22.200658164119353,4.631975662613595,0.4074074074074074,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0
ADEM,1w9X1eJZ53WgaZRB0nG1A0,IfcCovering,IfcSlab,IfcSlab,IfcSlab,IfcSlab,FLOORING,FLOOR,FLOOR,BASESLAB,FLOOR,false,true,false,true,false,unknown,false,false,false,false,rf|xgboost|nn,rf|xgboost,xgboost,rf|xgboost|nn,0.0,0.0,-0.06999999999999984,6.81,7.589999999999999,0.0,6.81,7.589999999999999,0.06999999999999984,0.010279001468428759,0.009222661396574421,0.8972332015810277,10.197504596713845,3.618152999999991,3.6181529999999906,105.39179999999998,51.687899999999985,3.405,3.7950000000000004,-0.03499999999999992,-0.06999999999999984,0.0,0.06999999999999984,29.12861893900016,0.1081438735001586,1.0,7.589999999999999,6.81,0.06999999999999984,3.618152999999991,1.1145374449339207,108.42857142857166,97.2857142857145,0.19497258198065867,0.8049423605361055,8.505748323586405e-05,0.0,1.0,0.0,8.0,12.0,18.0,2.0,0.0,25.843949999999996,8.782649999999999,0.4444444444444444,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0
